fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230721 210218	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	104	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.157908160512823	0.484045718431352	1021	36041	14484	64094686.6566717	54
20230721 210625	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1901	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.132854578425583	0.537357986597037	369	29804	11658	67801952.023988	55
20230721 210654	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	65	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.128161837446721	0.626426852237947	5	27188	12356	64240665.6671664	56
20230721 210816	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	687	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.135355553030708	0.602130618001363	628	19010	12901	68293041.9790105	57
20230721 211024	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1313	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.134632541761303	0.600787745564272	638	20662	12034	69094641.6791604	58
20230721 211138	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	641	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.135195606804775	0.606415734728028	627	21070	12621	68287104.9475262	59
20230721 211328	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1078	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.134499749511637	0.599656591337751	639	22273	12894	67966035.982009	60
20230721 211708	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2749	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.133595052210092	0.601768562014183	642	23621	11417	66834577.2113943	61
20230721 211957	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1775	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.132903844040644	0.594781322911204	660	23036	11130	68415397.3013493	62
20230721 212249	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	357	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0785450371476274	0.452702544908352	731	14	11974	69540248.8755622	63
20230721 212627	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	607	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0796818144926117	0.453792862068586	728	1	14387	68050514.2428786	64
20230721 212911	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	384	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0741845920457665	0.42740813129204	679	4	12341	68468514.2428786	65
20230721 213123	781	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1140	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.133808346979016	0.589745005387541	651	24791	13491	68818394.3028486	66
