fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230723 233330	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	694	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0694012063891923	0.0120287716418337	180	12793	12170	67764662.6686657	24
20230723 233424	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	25	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.184881014442375	0.522197043025034	319	32587	12445	61769587.7061469	25
20230723 233809	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2379	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0544435824604733	0.778561834475956	334	13150	10823	68840985.0074963	26
20230723 234100	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1696	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0503904246543238	0.815713356956067	356	13119	10986	69396782.6086957	27
20230723 234346	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	939	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.070684666471666	0.472172578951068	324	13779	11956	69529841.0794603	28
20230723 234612	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	992	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0745443848601863	0.239808906672	64	13818	12375	69646994.0029985	29
20230723 234905	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1754	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0776521870081434	0.13744312658398	188	13811	10858	69221742.1289355	30
20230723 235210	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1091	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0647873546777181	0.489473363851901	80	13725	11988	69620107.946027	31
20230723 235416	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1561	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0755829940612115	0.598086087773049	6	13757	10219	69218682.1589205	32
20230723 235834	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1861	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0591898873568182	0.38778069736551	153	13759	9891	69493416.7916042	33
20230723 235911	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	58	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.106132629001743	0.804340305873532	444	31862	13526	63109856.071964	34
20230724 000224	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2057	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0434093016696052	0.0862086512273701	323	13086	13482	69751421.2893553	35
20230724 000548	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1843	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0681863710047605	0.223093103435645	87	14010	10955	68812121.4392804	36
20230724 000854	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2337	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0436184929276935	0.069785945622111	245	13626	13848	69364245.8770615	37
20230724 001231	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1459	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0383330634923525	0.372987628319715	215	12953	11902	69496518.7406297	38
20230724 001728	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2571	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0462332097912297	0.275161690715467	633	12979	10798	69554305.8470765	39
20230724 002221	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2193	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0462148106467406	0.311489882800071	383	13100	10723	69850310.3448276	40
20230724 002551	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1430	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0443247917772367	0.356313507849939	400	12608	11016	69478836.5817091	41
20230724 003029	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1951	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0445543352095715	0.417451299525273	401	12962	11775	69052331.3343328	42
20230724 003250	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1912	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0510676514807198	0.0241864874973475	830	13305	12906	69243559.2203898	43
20230724 003356	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	487	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0323198186805969	0.0347331628385299	550	12510	12553	66815242.8785607	44
20230724 003819	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2461	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.048811831362417	0.220690187869192	192	13183	12396	69222554.7226387	45
20230724 004119	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1423	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0619925041992483	0.25809305199575	539	13657	12631	69012667.1664168	46
20230724 004327	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1133	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0488038241288705	0.649509700431908	691	13713	11305	69390307.3463268	47
20230724 004609	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1558	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0498047317298804	0.711261531088966	389	13690	11268	69055970.0149925	48
20230724 004815	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1088	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0442802667398455	0.660080904724035	727	13186	12725	69355914.5427286	49
20230724 004957	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	838	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0827968887213674	0.686833366951673	775	13705	10208	69037349.3253373	50
20230724 005448	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2152	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0403933282585998	0.382112725344656	204	13242	11685	69504760.11994	51
20230724 005851	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1723	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0725539117660946	0.387447886217002	205	13616	11821	68113911.5442279	52
20230724 010044	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	998	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0853859612653236	0.803351712872568	346	13979	11168	69483046.4767616	53
20230724 010352	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1759	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.090542692835868	0.193241340469042	82	13883	11139	68828757.1214393	54
20230724 010618	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1427	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.081379732309869	0.926328796950733	369	13850	10788	69133991.0044978	55
20230724 011025	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1676	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0456652335699614	0.22974675958057	39	12768	10713	69784178.4107946	56
20230724 011525	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2211	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0453294854152664	0.397896785026239	109	12746	10319	69839401.7991004	57
20230724 011626	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	95	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0428039826769406	0.319201294483671	9	13023	12148	63408293.8530735	58
20230724 012056	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2058	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0491742735304561	0.336131695576899	438	13485	11038	68923121.4392804	59
20230724 012509	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1811	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0527602007731706	0.391747148459837	424	13631	10093	69314283.3583208	60
20230724 012845	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1372	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0493678487505034	0.379586459417889	464	13414	12257	70122193.4032983	61
20230724 013211	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1372	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0493678487505034	0.379586459417889	464	13414	12257	70122193.4032983	62
20230724 013733	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2466	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.048486230758932	0.375801724780882	465	13377	10484	69695226.3868066	63
20230724 014253	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2466	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.048486230758932	0.375801724780882	465	13377	10484	69695226.3868066	64
20230724 014816	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2466	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.048486230758932	0.375801724780882	465	13377	10484	69695226.3868066	65
20230724 015255	837	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1900	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0480424255844468	0.39174254633457	428	13386	12537	70127590.7046477	66
