fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230630 042514	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	170	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0449505360275859	0.145505618156422	44	6769	12770	67241064.4677661	20
20230630 055311	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1490	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0582177291620655	0.501693960041525	226	8658	13372	68549427.2863568	21
20230630 061649	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	107	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0420611652327509	0.662676539284219	712	9372	14052	66676263.868066	22
20230630 065428	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	216	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0209415457016244	0.435904848551974	126	9759	13198	66303331.3343328	23
20230630 070721	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	192	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0393337995954073	0.543176381158862	4	12092	12497	63617245.8770615	24
20230630 073438	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	88	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0595527927842385	0.299751235783526	359	8475	12485	65663260.8695652	25
20230630 080052	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	67	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0514802774970542	0.379451949918444	297	8932	12875	63324925.0374813	26
20230630 094441	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1496	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0431940421436082	0.4152282781424	232	8090	11524	69750098.9505247	27
20230630 110441	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	992	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0371148837899349	0.427949965374604	202	7912	14253	70115482.7586207	28
20230630 120351	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	116	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0308642522522438	0.355731462850468	204	3164	15123	66891149.9250375	29
20230630 122503	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	109	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0402948496897144	0.473023428773818	197	10574	12962	65151001.4992504	30
20230630 142158	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2182	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0367305797347642	0.446616207875171	199	7431	12038	68839223.3883058	31
20230630 174702	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2295	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0326129852042224	0.400599302463048	207	3840	11477	68802883.0584708	32
20230630 223745	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3176	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0285919930158178	0.393251739946328	211	3492	11107	67279659.6701649	33
20230701 012929	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1257	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0331560895923596	0.397996857377623	207	2723	10991	67824181.4092954	34
20230701 044756	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2058	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0326199135113472	0.411803239163199	210	3587	12051	68065350.8245877	35
20230701 062922	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1698	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0427296912121901	0.410077659361673	185	6693	13302	67865694.1529235	36
20230701 065329	1178	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	87	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.0393057678618268	0.485967751469706	208	8765	13477	65186031.4842579	37
