fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230722 150400	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1430	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.25966072536973	0.252098628073688	641	18406	11913	66032634.1829085	40
20230722 150529	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	747	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.185574605593129	0.7784932608536	1024	21111	12823	66751029.9850075	41
20230722 150747	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	593	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.2467920844383	0.48585765860606	994	24591	11961	68184466.2668666	42
20230722 151100	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1101	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.24535271554546	0.427018558089793	1019	25202	12832	67185679.1604198	43
20230722 151415	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1176	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.243348552671256	0.580182211088873	995	24954	12281	67000118.4407796	44
20230722 151601	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	688	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.274426961222191	0.217090412373362	828	26888	11811	66919203.898051	45
20230722 151712	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	387	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.135907095123632	0.731618356648595	212	13557	11670	69056566.7166417	46
20230722 151848	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	721	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.188099161597679	0.764599590005131	492	13635	11318	67948908.5457271	47
20230722 151959	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	415	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.175096309210565	0.75552496437152	532	13661	14043	67745722.6386807	48
20230722 152123	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	568	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.231980549721841	0.646009351097377	253	13399	12189	67930991.0044978	49
20230722 152241	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	496	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.199099990262535	0.655560074286528	366	13515	11439	68014454.2728636	50
20230722 152532	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	756	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.192205844864662	0.538134270797525	365	13537	13417	66552658.1709145	51
20230722 152634	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	293	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.269610014043152	0.994977883493175	230	13139	12890	68264632.6836582	52
20230722 152751	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	464	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.274692087052116	0.998286247272236	226	13145	12720	67739010.4947526	53
20230722 153000	1445	294049	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1131	1	1	1	FALSE	1	0.1	50	0.5	TRUE	980717	0.138088573996028	0.994367981776501	123	13701	12398	68232326.8365817	54
